x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,delta,y
0.57963324,-0.75876725,0.2456438,0.8648253,-0.5471374,0.20328166,-0.91819197,-0.6989977,0.29109958,-0.60612804,0,3.4059947
-0.8345764,-0.62386036,0.23781383,-0.18540178,0.20913751,-0.29202303,0.7332518,-0.9845101,-0.08402665,0.3121821,0,3.4059947
0.6962663,0.9773429,0.13067485,0.11707723,-0.47203374,-0.44031218,-0.04555745,-0.90724754,-0.43365076,-0.23196866,0,3.4059947
-0.8462053,-0.44318458,-0.39498222,-0.88049096,0.4187459,0.24577372,0.49784392,0.3411283,0.94068944,-0.055456527,0,3.4059947
-0.80328274,-0.7409708,0.2796976,0.09115805,0.03137263,0.34518206,0.82344645,0.82035375,-0.96664697,-0.2042969,0,3.4059947
0.26449722,-0.6224765,-0.33486757,0.4895638,0.90791166,0.16968457,-0.5262661,0.90541875,0.8724295,0.77791303,0,3.4059947
-0.16526502,-0.74714553,-0.93865395,0.965664,-0.77232826,-0.7279172,-0.44069368,0.19231065,-0.91034305,-0.77945864,1,0.7595963
0.5761301,-0.06943807,0.18204005,-0.54684234,-0.5085951,-0.74504787,0.28489393,0.6363871,0.383073,0.04949844,1,2.2895207
-0.9101371,-0.21143161,0.5146033,-0.11726518,-0.7491264,-0.15774152,0.17797162,0.847404,0.052884705,-0.7072787,0,3.4059947
-0.9135743,0.18793389,0.3115681,-0.9270995,0.36257192,0.1185257,0.55762196,0.40504625,0.83161765,0.43027171,0,3.4059947
0.7280498,0.22892547,-0.37915894,-0.7511033,0.32265145,0.03894932,-0.86415887,-0.40942556,0.44953543,-0.13014325,0,3.4059947
-0.12531267,-0.47139734,0.54383034,0.41135198,-0.79476404,-0.7667735,0.894309,-0.7794089,-0.7045763,-0.71793497,1,1.1380744
-0.29936793,-0.2998874,0.48910093,0.81595254,0.6952615,0.054764602,0.6602993,-0.25012246,0.48557398,0.59264517,1,0.11739842
0.5193423,-0.8362712,-0.8614746,-0.5162739,-0.3670044,0.8204283,0.35218197,0.21003534,-0.8154214,0.5101642,0,3.4059947
0.723176,0.034470893,0.72905153,0.19100592,0.13184364,-0.38859698,-0.20894204,-0.13744368,0.557523,0.6966059,1,0.013591701
-0.060557365,-0.38263473,-0.16100605,0.8222902,-0.65271074,-0.49361286,0.72439086,0.0167056,0.8501012,-0.2616446,1,1.4492867
-0.87365896,0.8210488,0.43386993,0.2757106,-0.48331097,-0.82465273,0.5179327,0.64197844,0.36252508,0.11683577,0,3.4059947
0.13876495,0.99798787,-0.75417763,-0.36558518,-0.41279864,0.47670633,0.4911878,-0.4387119,-0.5449344,-0.72801393,0,3.4059947
-0.73854166,-0.3174665,-0.26964343,0.6623848,-0.18545572,0.17649963,0.756945,0.4298507,-0.2195594,-0.15544303,0,3.4059947
0.4483178,0.73434436,0.58440614,-0.14724737,0.028842082,0.21322006,-0.8323262,-0.52056277,0.4013342,0.52961206,1,3.007526
0.5271668,-0.032356467,0.006625336,-0.23820694,0.14280201,-0.39553612,0.68668485,0.7887671,-0.698389,0.542354,1,0.34609178
0.52535903,0.74454,0.771026,0.4037206,-0.22699277,0.67932546,0.039338794,0.6725891,-0.06526534,0.6382026,1,2.8377628
0.5308076,-0.8648509,0.8444349,0.6725632,0.8277277,-0.5765172,-0.83010584,-0.26052782,0.27426508,-0.67464304,0,3.4059947
-0.77596074,-0.17485543,-0.20438541,-0.3121149,-0.18790236,0.12607378,0.17621459,0.78534836,-0.77748513,-0.2944801,1,0.23866884
-0.4016874,0.88301414,-0.084456176,-0.36824897,0.927154,-0.36848795,0.5051177,0.31570444,0.761796,0.9178977,0,3.4059947
0.98024297,-0.8776777,-0.34728995,-0.3878597,-0.5473057,-0.93424463,0.92829883,-0.8571935,-0.15061946,0.57246345,0,3.4059947
-0.7450379,-0.070953935,0.621132,-0.24900274,-0.22975649,0.8129621,-0.43221474,0.7282388,0.26451686,0.49824816,0,3.4059947
-0.9185184,0.6444315,-0.8100154,0.6475648,-0.2682862,0.04143477,-0.8108123,-0.20656252,0.70361483,-0.82647526,1,0.28874716
0.15019569,-0.2596841,0.14826652,0.7463426,0.68895894,-0.100845225,-0.6475079,0.4830392,0.94657034,0.35778546,1,1.6589547
0.2983442,0.5161607,-0.40890616,0.60146344,-0.8438589,0.756685,-0.5922619,-0.39620367,0.45767394,0.6072402,1,2.8339329
-0.059595644,-0.34747913,-0.090076365,-0.55652726,-0.52628237,0.21742646,-0.16797073,-0.31152606,-0.20699765,-0.505236,1,1.2886273
0.82909817,0.80079675,-0.019148342,0.06993351,-0.566384,-0.47203568,0.972667,-0.815268,0.07705488,0.10641793,1,1.2668068
0.52338773,-0.1723156,-0.16841926,0.32659298,0.77734053,-0.7469267,0.7251873,-0.6092005,0.3005954,0.36511,1,0.048756856
0.56721324,-0.48683965,-0.24755043,0.50957614,-0.9423361,-0.48917666,-0.039852403,-0.99043554,0.20090225,-0.86807853,1,3.3062093
-0.49120706,0.11725232,0.021321477,-0.008142878,-0.0644062,-0.1526944,-0.055159763,0.86332756,0.03757085,0.068738684,0,3.4059947
0.28503376,-0.06785391,-0.27588898,-0.92691267,-0.43798548,0.050824627,0.30923873,-0.22078997,-0.20774606,0.74856144,1,0.7418986
0.86115116,0.5820158,0.106195465,-0.38903964,-0.5721837,-0.031230353,-0.2035312,-0.03837726,-0.71808577,-0.94487244,0,3.4059947
-0.042817842,0.044535086,0.83233756,0.5616093,0.059298508,-0.89034784,-0.22508544,-0.6766623,-0.8865821,0.6816443,1,1.4897412
-0.16721185,-0.21950057,0.009838121,0.8169098,0.801341,0.7870979,-0.4212086,0.11979083,-0.3507311,-0.6345602,1,0.3657667
0.267295,-0.9974078,0.3233621,0.037849497,0.041197915,-0.9608095,0.28731906,-0.22732668,-0.598502,-0.84700507,0,3.4059947
0.9544264,-0.23189962,-0.60310376,-0.72409594,0.8103305,-0.80142635,0.99139476,0.063415796,-0.19003808,0.59547204,0,3.4059947
-0.12703905,0.975738,0.8979969,-0.94905436,-0.55529904,-0.7137139,-0.02703007,-0.40178287,0.23123543,0.5396783,0,3.4059947
-0.50848335,-0.7705431,0.23654069,-0.79884386,0.24481979,0.60529256,0.644456,-0.9609603,-0.78798795,-0.5878878,0,3.4059947
-0.4128514,-0.94485444,0.57096267,0.021765929,-0.56879836,-0.23438473,0.96305454,-0.29562277,0.65019727,-0.68473804,1,0.64082825
0.1771929,-0.7000814,0.4403993,0.004640845,-0.42840695,-0.8925056,-0.34131488,-0.6823063,-0.5309629,-0.2578716,0,3.4059947
-0.552854,0.73062056,0.7648993,0.30551165,-0.17391497,-0.25435412,0.071129784,0.428703,-0.083707914,-0.8861921,0,3.4059947
0.24812251,-0.4754462,-0.15531814,0.5224949,-0.49031162,-0.37074488,0.25390348,0.648984,-0.56861925,-0.71325046,1,2.754742
-0.7731117,0.4720529,-0.87634283,0.34704578,-0.32197317,-0.9731659,0.7140793,0.8278199,-0.37272003,0.93814397,0,3.4059947
-0.12344478,-0.66975194,0.039773956,-0.22194986,0.5811009,-0.349088,0.8062138,-0.06686938,-0.67167467,0.58990556,1,2.44494
-0.956698,0.9505197,0.89903563,0.76648647,0.013127709,-0.6953307,-0.2818034,0.08420481,-0.6763294,0.6039063,1,2.8918722
-0.7724864,0.16695885,-0.9537424,0.88773954,-0.74483913,-0.6173268,-0.3740332,0.21376418,0.20672052,0.6160521,0,3.4059947
-0.49762774,-0.65070975,0.70373315,0.36997628,-0.42265305,-0.48816413,0.39949688,0.9218791,-0.4827145,0.61295885,0,3.4059947
-0.9493401,0.48035434,0.8506369,0.68308973,0.81436324,0.33832166,0.97122973,-0.69012374,0.7757007,0.39309883,0,3.4059947
0.3168511,-0.40154722,-0.5516209,-0.078976676,-0.8916893,0.27319422,-0.19883142,0.43200746,-0.09040842,0.7434988,1,0.31638223
0.2363003,0.55354095,0.50899076,-0.044355545,-0.31737903,0.37404218,0.44048283,0.97058994,-0.81046486,0.68662846,0,3.4059947
0.30564067,0.22573669,-0.12610659,-0.5394149,0.42154688,0.7004074,-0.8077407,-0.285789,-0.34737167,-0.26100907,1,2.2940774
0.6900169,-0.3256774,0.50778633,-0.9160844,0.016435131,-0.6755215,-0.40580535,-0.4516223,0.9777888,0.9075762,1,3.0197718
0.83050823,0.59168935,-0.9128307,-0.27573305,0.45284185,0.47193477,-0.79815185,-0.23760317,0.57424605,-0.09277472,1,0.9927764
-0.6736882,-0.277115,-0.5954898,-0.71882296,-0.5536097,-0.8276179,0.19362716,0.7174802,-0.2102841,0.5328804,1,1.7508061
-0.28649396,-0.5528506,-0.95117646,-0.49558392,-0.05443105,-0.83331805,-0.4426558,-0.7979085,0.95719635,0.56892157,1,1.6648673
0.63957995,-0.3341229,-0.097903386,-0.5124329,0.56638354,-0.13052185,-0.58271056,0.45874554,0.17628056,0.926552,1,1.2026418
-0.29860103,0.117883846,0.1599675,-0.031039631,-0.59945303,-0.97780275,-0.24348758,0.35910463,0.39629793,0.9132186,1,2.1177518
0.93564814,-0.85767114,-0.28398034,0.95681983,-0.55769855,0.9307016,0.4644718,-0.047941145,-0.35387355,-0.3975823,0,3.4059947
-0.13607547,-0.69998217,-0.46549088,0.69641083,-0.54094803,0.08564248,0.2508798,-0.33852646,0.3864994,-0.10158687,0,3.4059947
-0.010030258,-0.43698063,-0.9184757,0.7336856,-0.5193529,-0.48992047,0.5843338,0.67758065,0.64468545,-0.06625956,1,1.2470025
0.40539065,-0.46643203,-0.30355972,-0.16087726,-0.15801266,0.74644744,-0.6903659,-0.1328919,0.90165204,-0.19741178,0,3.4059947
0.3979862,0.7158008,0.23606107,0.30050728,0.8050099,0.5442391,0.28070605,0.61865306,0.19544172,-0.6153612,1,0.7247076
-0.74473685,0.19942127,-0.79025966,-0.4993578,-0.572151,0.3558219,-0.8862914,-0.24542944,0.58034176,-0.12588215,0,3.4059947
0.8717552,0.7033974,0.66064596,-0.11735976,-0.37735978,-0.61029005,0.32259604,0.4418379,0.6718231,-0.37470967,1,2.6522794
0.3888835,-0.04570467,0.511937,-0.9039766,0.88976544,0.58521456,0.28814793,0.5391265,0.76866657,0.24432452,1,2.205341
0.40010533,0.29552642,-0.13782598,-0.7288767,0.05837176,0.2382644,-0.28859222,0.69094497,-0.71460384,0.875776,1,0.8271246
-0.64655,0.90792674,0.5819479,-0.29069182,-0.077407755,0.41924146,0.19657761,-0.32230031,-0.38067815,0.08618187,0,3.4059947
-0.40176767,0.4502094,-0.3018527,0.27827492,0.10976376,0.7285696,0.6376312,0.027975047,0.81374747,0.14760973,1,1.5855246
0.6933474,-0.64255214,-0.9310692,0.92681855,-0.2608346,-0.37300453,0.12050185,-0.002398897,0.3347296,-0.8245342,1,1.2851847
-0.934614,-0.6050566,0.47893628,0.101499125,0.8559996,0.065221064,0.5136533,-0.66279435,-0.8068818,-0.32660818,1,2.8469613
-0.79500073,-0.56025827,0.71603847,0.82681143,0.78653467,-0.9939643,-0.6091983,0.22491023,0.7603714,-0.033608034,1,2.590583
-0.02953148,-0.79924893,-0.30051497,0.6112535,0.40153375,-0.5904356,0.24736035,-0.6601647,0.7463757,0.8703926,0,3.4059947
0.27732524,-0.002169042,0.45419347,-0.3329257,0.15144268,0.14260924,0.91677433,0.105144,-0.7751138,-0.1961099,1,3.223964
0.5424749,0.16826583,-0.30435145,0.69001,0.1987961,0.50649107,-0.8516732,-0.14694545,-0.15614045,0.7505654,1,1.1520735
-0.4410794,-0.085603245,-0.8073777,0.030227585,-0.94885576,-0.21879576,-0.76993126,0.8351247,0.06564574,0.2066952,1,1.1825571
-0.84434193,-0.78879905,-0.55210257,-0.016536277,0.06007559,0.1765041,0.9602296,-0.51974034,-0.72572863,0.923596,0,3.4059947
-0.754332,0.37453368,0.8773703,0.009994779,0.8050313,-0.123244785,0.17132057,0.4288045,-0.8202361,-0.19963524,1,1.1328605
0.27391243,-0.8190751,0.56452096,-0.7119887,-0.9992658,-0.15704092,-0.8702307,0.91473544,-0.11957575,0.015306837,0,3.4059947
0.361043,0.8837075,-0.519289,-0.13330062,0.5371161,0.42982996,0.533586,0.36117283,-0.8736902,-0.22293332,1,1.8889767
0.31963477,-0.8291847,0.10369323,0.79880285,0.4946614,-0.79916286,0.50013596,0.83501863,0.44332275,-0.89327675,1,0.45937198
0.99196154,-0.49609917,-0.36256364,-0.9360286,-0.89035594,-0.30383426,-0.12531379,-0.43335956,0.2934217,-0.7660063,0,3.4059947
0.36221033,-0.52520865,-0.47999755,-0.47012746,0.26428947,-0.3327404,-0.75846314,-0.58118033,0.3822455,-0.7423749,1,0.08429236
0.85603285,-0.7362703,0.100962006,0.23204073,-0.2556057,0.06895668,0.6644681,-0.26460025,-0.72145796,0.36191577,1,1.3494729
0.46227902,0.9783993,0.62949723,0.9531592,0.90328145,0.78247315,-0.6429589,0.02193893,0.4679899,0.24195051,0,3.4059947
-0.065848514,-0.28378797,-0.9021011,0.45374617,0.7372188,-0.4108496,0.35275233,-0.77743995,-0.11568007,-0.029304221,1,0.5842677
-0.2823019,0.49181134,-0.7791852,0.96892685,-0.9894716,-0.9844786,-0.5367107,0.46271732,-0.58159137,0.3299335,1,2.4034019
-0.297132,0.2925669,0.21102943,-0.4657518,-0.6812625,-0.5261305,-0.8582696,-0.8286274,0.49488676,-0.792896,1,2.2115438
-0.59093684,-0.63472015,0.00851037,0.14209203,-0.04007544,-0.82052535,-0.9355527,-0.94410825,0.90804684,0.42559487,0,3.4059947
0.78084546,-0.9478807,0.12238978,0.95086604,0.2305608,-0.11621946,-0.6667868,0.45029682,0.6885069,-0.08442074,1,2.7301555
-0.7150031,0.6305798,-0.8769575,0.82138056,-0.4585748,-0.010155679,-0.9587064,-0.64744556,0.6739822,-0.8718689,1,0.45817426
-0.36423153,-0.37458414,-0.7184425,0.4344248,0.3331362,0.50894684,-0.83548015,0.77292264,0.6026865,0.20800853,1,0.002548769
0.636046,0.36696222,-0.3502085,-0.9283329,0.5307565,0.69604003,-0.516892,0.48079982,-0.11350603,-0.82017404,1,1.3121461
0.048472736,-0.6612533,0.9173559,0.58642685,0.3369019,0.44320014,0.30752373,0.08864904,0.17283186,-0.02543375,0,3.4059947
-0.96616936,-0.43325895,-0.43092573,0.8421782,0.2158468,-0.40699476,-0.921241,-0.9326029,-0.6265994,-0.49894416,0,3.4059947
-0.9682339,-0.5556596,-0.3647764,0.88674086,0.23214091,0.34433547,-0.5194771,0.40799493,-0.3202385,0.001024622,0,3.4059947
0.5581397,0.01953683,-0.50391704,-0.42011157,-0.5505017,0.8653997,0.25969878,0.38057265,0.78083277,0.3427843,0,3.4059947
-0.4047514,-0.806831,0.59646726,-0.82305336,0.50816333,-0.47246766,0.5223795,-0.04240926,0.2775532,0.46748373,0,3.4059947
-0.560962,0.96094716,-0.08121372,0.6009866,0.7718749,0.97535086,-0.14043003,0.21531238,0.64329344,-0.9408512,0,3.4059947
0.0610915,0.12933215,-0.3883346,0.98976165,0.7287285,-0.0481282,0.921857,-0.72088146,0.96687955,-0.9564957,1,0.1708018
-0.8078468,-0.31411302,-0.4446696,-0.6521696,0.5062004,-0.04301035,0.39215678,-0.30027023,0.77193964,0.27422598,0,3.4059947
0.12567116,-0.12960504,0.4598207,-0.1287932,0.24655928,-0.73456794,0.9360692,-0.3072383,-0.274421,0.8608476,1,3.0251262
-0.6930615,0.9134529,-0.33320174,-0.6684501,-0.24726471,-0.26433092,-0.631562,0.36720863,-0.28955594,0.00250207,0,3.4059947
-0.47229442,0.24165507,-0.09730175,-0.81582445,-0.90914506,0.7250621,0.70091,-0.59322536,-0.6038425,-0.78117526,0,3.4059947
0.51655513,-0.7562847,-0.8388149,0.988001,-0.24631138,-0.6055724,-0.3464483,0.52681726,0.977753,0.28108007,0,3.4059947
-0.21426472,-0.59636325,0.13860177,-0.6145537,0.0864737,0.811625,-0.81994176,0.52770317,0.5032669,0.40400586,1,0.7411518
-0.8393121,0.6244237,0.9322305,-0.031806547,-0.6206073,0.6322141,0.4128973,-0.7092667,0.32588017,0.16025801,0,3.4059947
0.5669245,0.50142807,-0.30502367,0.79616815,0.31881815,0.43168452,-0.54653645,-0.82340646,0.18294275,-0.5593537,0,3.4059947
-0.23104103,0.23767613,-0.5058161,0.8647444,0.35051164,0.75666636,-0.48971978,-0.87321264,-0.5289662,-0.52882826,1,0.7491469
0.5782057,-0.51451075,-0.10978293,0.40983844,0.38747877,0.1010943,-0.12577909,0.06990275,0.08028802,0.71939504,0,3.4059947
0.2634232,-0.7750325,0.4234995,-0.7331882,-0.5438665,-0.17643817,-0.5543074,-0.09642348,-0.27172303,-0.9421398,0,3.4059947
0.29337525,-0.8894408,0.47248018,0.98777354,0.12696138,0.24387807,-0.4638647,-0.3866694,-0.35254538,0.24464749,1,3.2171571
0.8683438,-0.65529156,0.36039707,0.28901702,-0.62314767,0.7752243,0.08181754,0.5553648,0.2523328,-0.032907583,0,3.4059947
0.5420363,0.20670062,0.75686145,-0.1707986,0.4943021,-0.1384114,-0.12941572,0.66071963,-0.59522116,-0.29909673,0,3.4059947
0.48545787,-0.8506841,0.14559153,-0.46951494,0.7272338,0.111735694,-0.490462,-0.8940127,-0.65500593,0.302081,0,3.4059947
0.4012687,0.71894944,0.9699886,0.21695729,0.38755235,-0.4040923,-0.4694696,0.16047461,-0.73464096,-0.044072516,1,1.6038125
-0.045731165,0.91231173,-0.56285757,-0.50712925,-0.17796667,0.3031057,0.185243,0.9859542,-0.030234689,-0.55672115,0,3.4059947
-0.81266636,0.49215782,-0.97592795,0.014045384,0.16411826,0.84284294,-0.7920638,-0.5826057,-0.38853273,0.567991,0,3.4059947
0.45886087,-0.12219382,0.70375544,0.57635593,0.5920462,0.33430895,0.06883945,0.08336096,0.47411817,-0.80564725,1,0.7024169
0.6813648,0.40323147,0.17316869,0.30911446,-0.81372035,-0.7888987,0.19483005,0.7269785,-0.6001657,0.8721475,0,3.4059947
0.43738148,0.029244144,0.7918102,-0.07966716,0.87159956,-0.7330689,0.37766358,0.27304384,-0.9115841,-0.6100549,1,2.0272043
0.7371344,0.16901691,0.78949153,-0.7873082,-0.38416818,0.9563627,0.055556253,-0.094630316,-0.13397938,0.6218268,1,1.5304457
-0.87069315,-0.86192393,-0.11843391,0.25490454,-0.4857138,-0.14908376,-0.6186445,0.955298,0.2620472,0.13767779,0,3.4059947
-0.14057644,-0.3818647,-0.5380623,0.09256782,0.5740119,0.7496895,0.4597567,0.70184946,-0.35968024,0.39215773,1,2.4836411
0.62463677,-0.74987376,0.63187593,-0.06907765,-0.36036962,-0.7745808,-0.6512411,0.17453338,0.13025294,-0.7448431,0,3.4059947
-0.9823001,-0.52826726,0.020880107,-0.14381748,-0.01253674,-0.9396229,-0.94350433,0.8311267,-0.9538845,0.085630395,0,3.4059947
0.28228968,-0.91261154,0.507038,-0.19468799,-0.8373409,-0.0319746,0.88877285,0.5173587,-0.15013105,0.49363616,1,0.18486145
0.6018711,0.65385985,-0.22693892,-0.519197,-0.28886065,0.6422123,-0.8744855,0.46769658,-0.35816768,0.1731936,0,3.4059947
0.7751433,-0.7789118,-0.73416215,-0.6431103,0.21708666,0.95728296,0.6778012,0.88656604,0.096765116,0.76923466,0,3.4059947
-0.14222735,0.6549893,-0.7132538,-0.9230247,0.7205246,0.4336214,0.23306988,0.8943569,0.45149833,-0.67504436,0,3.4059947
-0.21461275,0.2566268,-0.036307447,0.48969638,0.3564221,0.19121863,-0.63121927,-0.7294504,-0.35462445,-0.07257812,1,0.08360466
0.562204,0.9474836,0.99946797,-0.5389208,-0.19333254,-0.012408484,-0.39956033,-0.12658043,0.4224516,0.29662988,0,3.4059947
-0.6722347,-0.58767444,0.17912665,-0.52705777,0.6318329,0.96464646,0.7609214,-0.61414516,0.3203526,0.12309822,1,2.3247833
-0.6434322,-0.9574266,0.8779187,0.48366722,-0.47205687,0.9112872,0.7622806,0.33908865,-0.59496456,0.78775376,0,3.4059947
0.023313003,-0.36661968,0.76445365,-0.8683913,-0.2968049,0.19373554,-0.008100983,0.8445124,0.009404012,0.78206974,1,0.44892466
0.9306998,-0.5055871,-0.45878017,0.89736634,-0.162476,0.42754817,-0.087355606,0.6342612,0.66331935,0.09883057,1,0.89068586
0.08029575,-0.63264793,0.0897371,-0.914979,-0.79261976,-0.6840198,0.27742317,0.3185638,0.30748188,0.6921276,1,3.354675
-0.21316278,0.35008392,-0.90669215,0.3722104,0.8478162,0.9846353,-0.73707914,-0.8112255,0.72123367,-0.9119181,0,3.4059947
-0.42225865,0.5044115,-0.15233384,-0.22040498,-0.5838402,-0.56337935,-0.61363876,-0.15013711,0.57699895,0.29988942,1,1.6565305
0.9184586,-0.97864664,0.1619466,-0.5192807,-0.77710956,-0.3250582,-0.23902981,0.17490998,0.31940132,-0.6325836,0,3.4059947
